Path,validation_adam,dataset_name,SequenceType,validation_giovanna,validation_joanes,validation_pboehmsturm,validation_Susanne
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_40.6x1_255.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_40.6x1_256.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_40.6x1_257.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.5Z1_258.png,False,164_m_Ku,anat,True,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.5Z1_259.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.5Z1_260.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.601_261.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.601_262.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.601_263.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.6e1_264.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.6e1_265.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.6e1_266.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.6x1_267.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.6x1_268.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_52.6x1_269.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.5Z1_270.png,False,164_m_Ku,anat,True,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.5Z1_271.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.5Z1_272.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.601_273.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.601_274.png,True,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.601_275.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.6e1_276.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.6e1_277.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.6e1_278.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.6x1_279.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.6x1_280.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_54.6x1_281.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.5H2_282.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.5H2_283.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.5H2_284.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.631_285.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.631_286.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.631_287.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.6o1_288.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.6o1_289.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_6.6o1_290.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.5Z1_291.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.5Z1_292.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.5Z1_293.png,True,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.601_294.png,True,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.601_295.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.601_296.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.6e1_297.png,True,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.6e1_298.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.6e1_299.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.6x1_300.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.6x1_301.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_60.6x1_302.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.5Z1_303.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.5Z1_304.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.5Z1_305.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.601_306.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.601_307.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.601_308.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.6e1_309.png,False,164_m_Ku,anat,True,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.6e1_310.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.6e1_311.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.6x1_312.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.6x1_313.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_61.6x1_314.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6N1_315.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6N1_316.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6N1_317.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6y2_318.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6y2_319.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6y2_320.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6z1_321.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6z1_322.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.6z1_323.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.751_324.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.751_325.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.751_326.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.751_327.png,False,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.751_328.png,False,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_73.751_329.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6N1_330.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6N1_331.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6N1_332.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6y2_333.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6y2_334.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6y2_335.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6z1_336.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6z1_337.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.6z1_338.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.761_339.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.761_340.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_NOSE_75.761_341.png,True,164_m_Ku,anat,True,True,True,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.5X1_342.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.5X1_343.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.5X1_344.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.5Y1_345.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.5Y1_346.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.5Y1_347.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6c1_348.png,True,164_m_Ku,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6c1_349.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6c1_350.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6v1_351.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6v1_352.png,False,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6v1_353.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_41.6v1_354.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.5X1_355.png,True,164_m_Ku,anat,False,False,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.5X1_356.png,True,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.5X1_357.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.5Y1_358.png,True,164_m_Ku,anat,False,False,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.5Y1_359.png,True,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.5Y1_360.png,True,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.6c1_361.png,False,164_m_Ku,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.6c1_362.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_42.6c1_363.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_43.5X1_364.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_43.5X1_365.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_43.5X1_366.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_43.5Y1_367.png,False,164_m_Ku,anat,False,False,True,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_43.5Y1_368.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_43.5Y1_369.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.5X1_370.png,False,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.5X1_371.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.5X1_372.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.5Y1_373.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.5Y1_374.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.5Y1_375.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6c1_376.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6c1_377.png,True,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6c1_378.png,False,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6c1_379.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6c1_380.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6c1_381.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6v1_382.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6v1_383.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6v1_384.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6v1_385.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_48.6v1_386.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.5X1_387.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.5X1_388.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.5X1_389.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.5Y1_390.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.5Y1_391.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.5Y1_392.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6c1_393.png,True,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6c1_394.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6c1_395.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6v1_396.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6v1_397.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6v1_398.png,True,164_m_Ku,anat,True,True,True,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_se_50.6v1_399.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_51.6v2_400.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_51.6v2_401.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_51.6v2_402.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_53.6c2_403.png,False,164_m_Ku,anat,False,False,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_53.6c2_404.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_53.6c2_405.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6N1_406.png,True,164_m_Ku,anat,True,True,True,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6N1_407.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6N1_408.png,True,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6y2_409.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6y2_410.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6y2_411.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6z1_412.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6z1_413.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.6z1_414.png,False,164_m_Ku,anat,True,True,True,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.751_415.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.751_416.png,True,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_65.751_417.png,True,164_m_Ku,anat,True,True,False,True
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6N1_418.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6N1_419.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6N1_420.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6y2_421.png,False,164_m_Ku,anat,False,False,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6y2_422.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6y2_423.png,False,164_m_Ku,anat,True,True,False,False
C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection\anat_irina_SE_66.6z1_424.png,False,164_m_Ku,anat,False,False,False,False
