Pathes;corresponding_img;One_class_SVM;IsolationForest;LocalOutlierFactor; EllipticEnvelope;statistical_method;Voting outliers (from 5);dataset;corresponding_img_Path;SequenceType;Valdiation_MA
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191104_141604_AE0818_rs_Cup_1_1_7\8;func_20191104_141604_AE0818_rs_Cup_1_1_7_92.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191105_083143_AE0818_rs_Cup_5_1_6\6;func_20191105_083143_AE0818_rs_Cup_5_1_6_96.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191105_083143_AE0818_rs_Cup_5_1_6\7;func_20191105_083143_AE0818_rs_Cup_5_1_6_97.png;FALSE;FALSE;TRUE;FALSE;TRUE;2;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191105_083143_AE0818_rs_Cup_5_1_6\8;func_20191105_083143_AE0818_rs_Cup_5_1_6_98.png;FALSE;FALSE;TRUE;FALSE;TRUE;2;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-45\ses-02\anat\sub-45_ses-02_acq-1_t2w.nii.gz;anat_anat_sub-45_ses-02_acq-1_t2w_410.png;FALSE;TRUE;TRUE;TRUE;TRUE;4;94_r_Fr;C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_102042_AE0818_rs_Cup_19_1_7\10;func_20191125_102042_AE0818_rs_Cup_19_1_7_105.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_102042_AE0818_rs_Cup_19_1_7\8;func_20191125_102042_AE0818_rs_Cup_19_1_7_106.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_102042_AE0818_rs_Cup_19_1_7\9;func_20191125_102042_AE0818_rs_Cup_19_1_7_107.png;FALSE;TRUE;FALSE;FALSE;TRUE;2;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_112135_AE0818_rs_Cup_3_1_7\10;func_20191125_112135_AE0818_rs_Cup_3_1_7_108.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_112135_AE0818_rs_Cup_3_1_7\8;func_20191125_112135_AE0818_rs_Cup_3_1_7_109.png;TRUE;FALSE;FALSE;FALSE;TRUE;2;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_6\20191125_112135_AE0818_rs_Cup_3_1_7\9;func_20191125_112135_AE0818_rs_Cup_3_1_7_110.png;FALSE;FALSE;FALSE;FALSE;TRUE;1;117_m_Ra;C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Vrooman\sub-rvrAWAKE435268\ses-3\anat\sub-rvrAWAKE435268_ses-3_T2w.nii.gz;anat_anat_sub-rvrAWAKE435268_ses-3_T2w_8.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;117_m_Vr;C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Vrooman\sub-rvrAWAKE435269\ses-3\anat\sub-rvrAWAKE435269_ses-3_T2w.nii.gz;anat_anat_sub-rvrAWAKE435269_ses-3_T2w_9.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;117_m_Vr;C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Vrooman\sub-rvrAWAKE435273\ses-2\anat\sub-rvrAWAKE435273_ses-2_T2w.nii.gz;anat_anat_sub-rvrAWAKE435273_ses-2_T2w_18.png;FALSE;TRUE;FALSE;TRUE;FALSE;2;117_m_Vr;C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Vrooman\sub-rvrAWAKE435270\ses-3\func\sub-rvrAWAKE435270_ses-3_task-rest_run-01_bold.nii.gz;func_func_sub-rvrAWAKE435270_ses-3_task-rest_run-01_bold_12.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;117_m_Vr;C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Vrooman\sub-rvrAWAKE435272\ses-1\func\sub-rvrAWAKE435272_ses-1_task-rest_run-01_bold.nii.gz;func_func_sub-rvrAWAKE435272_ses-1_task-rest_run-01_bold_15.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;117_m_Vr;C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Vrooman\sub-rvrAWAKE435273\ses-1\func\sub-rvrAWAKE435273_ses-1_task-rest_run-01_bold.nii.gz;func_func_sub-rvrAWAKE435273_ses-1_task-rest_run-01_bold_17.png;TRUE;TRUE;FALSE;TRUE;FALSE;3;117_m_Vr;C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection;func;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-CD1.5B1\10;anat_irina-CD1.5B1_1.png;FALSE;TRUE;FALSE;TRUE;FALSE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-CD1.5I1\2;anat_irina-CD1.5I1_7.png;TRUE;FALSE;TRUE;FALSE;FALSE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-control-3.5I1\2;anat_irina-control-3.5I1_22.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE-28.5C1\2;anat_irina-NOSE-28.5C1_31.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE-32.6d2\8;anat_irina-NOSE-32.6d2_56.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE-35.5J1\2;anat_irina-NOSE-35.5J1_64.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE-7.631\4;anat_irina-NOSE-7.631_79.png;TRUE;TRUE;TRUE;FALSE;FALSE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE-7.5H1\2;anat_irina-NOSE-7.5H1_74.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE23.5B1\4;anat_irina-NOSE23.5B1_93.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE-7.631\3;anat_irina-NOSE-7.631_78.png;TRUE;TRUE;FALSE;FALSE;FALSE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-2.5A1\4;anat_irina-SE-2.5A1_112.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE23.5B1\3;anat_irina-NOSE23.5B1_92.png;FALSE;TRUE;FALSE;TRUE;FALSE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-2.5A1\5;anat_irina-SE-2.5A1_113.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;FALSE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-NOSE23.5B1\5;anat_irina-NOSE23.5B1_94.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-16.5B1\2;anat_irina-SE-16.5B1_95.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-16.5I1\2;anat_irina-SE-16.5I1_99.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-17.5B1\3;anat_irina-SE-17.5B1_109.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-17.5B1\4;anat_irina-SE-17.5B1_110.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-test2.5w1\8;anat_irina-test2.5w1_195.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_10\20220624_171056_apoemouse_P3_AT8469_2_57-08-1-APOE_3D_RARE-(E8).nii.gz;anat_sub_10_20220624_171056_apoemouse_P3_AT8469_2_57-08-1-APOE_3D_RARE-(E8)_2.png;TRUE;TRUE;TRUE;FALSE;FALSE;3;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;anat;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-20.5B1\2;anat_irina-SE-20.5B1_126.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-29.5J1\2;anat_irina-SE-29.5J1_144.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-29.5J1\3;anat_irina-SE-29.5J1_145.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-3.5H1\2;anat_irina-SE-3.5H1_153.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190923_111005_NeuroImaging_C57J_MN_03_1_2\2;anat_20190923_111005_NeuroImaging_C57J_MN_03_1_2_45.png;FALSE;TRUE;TRUE;FALSE;TRUE;3;7_m_Mi;C:\Users\aswen\Desktop\Code\Validation3\7_m_Mi\manual_slice_inspection;anat;FALSE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-3.631\2;anat_irina-SE-3.631_156.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Mouse\mouse1_Selim\A191020_A191020_4260766_6.0.1\20201019_093101_A191020_A191020_1_1\7;anat_20201019_093101_A191020_A191020_1_1_24.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;7_m_Se;C:\Users\aswen\Desktop\Code\Validation3\7_m_Se\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-test1.5w1\7;anat_irina-test1.5w1_188.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-test1.5w1\8;anat_irina-test1.5w1_189.png;FALSE;TRUE;TRUE;FALSE;FALSE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Mouse\mouse2_Selim\B161020_B161020_4228100_6.0.1\20201016_115839_B161020_B161020_1_1\5;anat_20201016_115839_B161020_B161020_1_1_53.png;TRUE;TRUE;TRUE;FALSE;FALSE;3;7_m_Se;C:\Users\aswen\Desktop\Code\Validation3\7_m_Se\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-test2.5w2\5;anat_irina-test2.5w2_198.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-test2.5w2\7;anat_irina-test2.5w2_200.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_control_81.762\3;anat_irina_control_81.762_243.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Mouse\mouse2_Selim\B161020_B161020_4228100_6.0.1\20201016_115839_B161020_B161020_1_1\6;anat_20201016_115839_B161020_B161020_1_1_54.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;7_m_Se;C:\Users\aswen\Desktop\Code\Validation3\7_m_Se\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_40.5X1\2;anat_irina_NOSE_40.5X1_245.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_6.5H2\2;anat_irina_NOSE_6.5H2_282.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_60.6x1\2;anat_irina_NOSE_60.6x1_300.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Sta_Maria\1165_20112_SR_WT_4M_03_2D_FSE_hor_T2w_v2_20191023160747.nii.gz;anat_Sta_Maria_1165_20112_SR_WT_4M_03_2D_FSE_hor_T2w_v2_20191023160747_3.png;TRUE;TRUE;FALSE;FALSE;TRUE;3;7_m_St;C:\Users\aswen\Desktop\Code\Validation3\7_m_St\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_73.6y2\2;anat_irina_NOSE_73.6y2_318.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_75.761\3;anat_irina_NOSE_75.761_339.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_75.761\5;anat_irina_NOSE_75.761_341.png;FALSE;TRUE;FALSE;FALSE;TRUE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_41.6v1\3;anat_irina_SE_41.6v1_351.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_41.6v1\5;anat_irina_SE_41.6v1_352.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_48.5X1\2;anat_irina_SE_48.5X1_370.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_72_5weeks.752\5;anat_irina_SE_72_5weeks.752_450.png;TRUE;FALSE;FALSE;FALSE;TRUE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_9.631\2;anat_irina_SE_9.631_457.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;anat;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-CD1.641\6;diff_irina-CD1.641_2.png;FALSE;TRUE;FALSE;FALSE;TRUE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-control-3.5I1\6;diff_irina-control-3.5I1_8.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-16.5B1\7;diff_irina-SE-16.5B1_34.png;FALSE;FALSE;FALSE;TRUE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-2.5A1\7;diff_irina-SE-2.5A1_40.png;TRUE;TRUE;FALSE;FALSE;TRUE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-3.5A1\6;diff_irina-SE-3.5A1_53.png;FALSE;TRUE;TRUE;FALSE;TRUE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Franx_permuted\data\sub-45\ses-02\dwi\sub-45_ses-02_acq-1_dwi.nii.gz;diff_dwi_sub-45_ses-02_acq-1_dwi_123.png;TRUE;TRUE;FALSE;TRUE;TRUE;4;94_r_Fr;C:\Users\aswen\Desktop\Code\Validation3\94_r_Fr\manual_slice_inspection;diff;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_11\20220625_132143_apoemouse_P3_FZ0270_2_58-06-1-uaDtiEpi_1000-(E6).nii.gz;diff_sub_11_20220625_132143_apoemouse_P3_FZ0270_2_58-06-1-uaDtiEpi_1000-(E6)_7.png;TRUE;TRUE;TRUE;TRUE;TRUE;5;7_m_Br;C:\Users\aswen\Desktop\Code\Validation3\7_m_Br\manual_slice_inspection;diff;TRUE
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-test2.5w2\13;diff_irina-test2.5w2_66.png;FALSE;TRUE;TRUE;TRUE;FALSE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_control_62.6e1\6;diff_irina_control_62.6e1_72.png;TRUE;FALSE;FALSE;FALSE;TRUE;2;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_52.6e1\6;diff_irina_NOSE_52.6e1_87.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_73.751\13;diff_irina_NOSE_73.751_107.png;TRUE;FALSE;TRUE;FALSE;TRUE;3;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_NOSE_75.761\7;diff_irina_NOSE_75.761_111.png;FALSE;FALSE;TRUE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_41.5Y1\6;diff_irina_SE_41.5Y1_113.png;FALSE;TRUE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina_SE_41.6v1\9;diff_irina_SE_41.6v1_115.png;TRUE;FALSE;FALSE;FALSE;FALSE;1;164_m_Ku;C:\Users\aswen\Desktop\Code\Validation3\164_m_Ku\manual_slice_inspection;diff;
