,FileAddress,SNR Chang,SNR Normal,Displacement factor (std of Mutual information),Goasting
525,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat1_Selim\A220722_A220722_14648222_6.0.1\20220722_090124_A220722_A220722_1_1\8,31.43401858,24.14741885,0.001006521,FALSE
330,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191010_092649_NeuroImaging_C57J_MN_13_1_3\6,31.40368445,23.48064323,0.029608469,FALSE
97,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Kurniawan\archived_projects\irina-SE-3.5H1\6,31.33588156,25.24919794,0.078891477,FALSE
251,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_17\brinton_PV_dataset11-07-1-dti_64Dirs_B_1000-(E7).nii.gz,31.32695232,32.47126748,0.040878982,FALSE
601,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat4_Selim\B250722_B250722_14681107_6.0.1\20220725_124630_B250722_B250722_1_1\8,31.31564038,28.67385743,0.002631132,FALSE
254,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_18\brinton_PV_dataset12-23-1-dti_64Dirs_B_1000-(E23).nii.gz,31.27105327,32.20678866,0.025913802,FALSE
288,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190527_175023_NeuroImaging_WT_INM_F_09_2_1\8,31.25736911,20.71394106,0.063762191,FALSE
338,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191011_095247_NeuroImaging_C57J_MN_17_1_2\6,31.25177735,21.55996023,0.027636056,FALSE
671,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat6_Selim\C250722_C250722_14681224_6.0.1\20220725_144251_C250722_C250722_1_1\8,31.20928128,26.07862068,0.008012955,FALSE
340,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191011_110743_NeuroImaging_C57J_MN_18_1_2\6,31.178204,24.40086928,0.028503974,FALSE
720,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Aswendt\raw_data\surfacecoil\GV_T3_13_5_1_2_20190809_110751\7,31.16405392,31.54575664,0.032998381,TRUE
474,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N008\ses-1\dwi\sub-N008_ses-1_dwi.nii.gz,31.15326246,37.58877832,0.080828778,FALSE
287,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Carnevale\20190527_151047_NeuroImaging_WT_INM_F_08_3_1\8,31.15153347,21.33475592,0.030023138,FALSE
268,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_8\20220514_175229_apoemouse_P3_AT7965_2_33-05-1-uaDtiEpi_1000-(E5).nii.gz,31.14636174,34.76645117,0.039941769,FALSE
248,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_16\brinton_PV_dataset06-12-1-APOE_dti_64Dirs-(E12).nii.gz,31.11330811,33.28193076,0.079188925,FALSE
560,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat2_Selim\A290722_A290722_14812280_6.0.1\20220729_085531_A290722_A290722_1_1\8,31.05130116,24.95620495,0.007936341,FALSE
925,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse96DWI.nii.gz,31.03733136,25.94127392,0.067124791,FALSE
770,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse141DWI.nii.gz,31.03315033,30.63804089,0.045838218,FALSE
742,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse113DWI.nii.gz,31.03136056,29.18636972,0.045529026,FALSE
332,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191010_104023_NeuroImaging_C57J_MN_14_1_2\6,31.01098649,23.98715755,0.020329123,FALSE
507,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat1_Selim\A200722_A200722_14583605_6.0.1\20220720_091506_A200722_A200722_1_1\13,30.95400927,24.03858653,0.00212951,FALSE
230,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_1\brinton_PV_dataset01-07-1-dti_64Dirs_B_2000-(E7).nii.gz,30.92679193,33.53542117,0.035357571,FALSE
240,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_13\brinton_PV_dataset01-07-1-dti_64Dirs_B_2000-(E7).nii.gz,30.92679193,33.53542117,0.035357571,FALSE
260,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_2\20220813_192211_apoemouse_P3_VR4954_2_100-07-1-dti_64Dirs_B_2000-(E7).nii.gz,30.92679193,33.53542117,0.035357571,FALSE
707,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Aswendt\raw_data\cryocoil\SP_T1_5_3_1_1_20180111_123437\7,30.92238187,38.66002722,0.028554586,FALSE
477,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N011\ses-1\dwi\sub-N011_ses-1_dwi.nii.gz,30.92040795,37.77612674,0.063591602,FALSE
326,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191007_142400_NeuroImaging_C57J_MN_11_1_5\6,30.89124137,24.97994039,0.023942025,FALSE
472,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N006\ses-1\dwi\sub-N006_ses-1_dwi.nii.gz,30.82704166,23.65638962,0.082944514,FALSE
478,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N012\ses-1\dwi\sub-N012_ses-1_dwi.nii.gz,30.79340446,38.03048632,0.074946958,FALSE
491,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N026\ses-1\dwi\sub-N026_ses-1_dwi.nii.gz,30.7741422,36.99885822,0.078516219,FALSE
731,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse101DWI.nii.gz,30.74918374,26.82996766,0.082882669,FALSE
629,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat4_Selim\B290722_B290722_14844861_6.0.1\20220729_113411_B290722_B290722_1_1\8,30.71029353,21.90581631,0.007322614,FALSE
362,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190927_090039_NeuroImaging_C57J_MN_10_1_2\6,30.69629582,22.89850427,0.024474399,FALSE
532,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat2_Selim\A250722_A250722_14680990_6.0.1\20220725_104854_A250722_A250722_1_1\8,30.67267093,26.00445851,0.000872438,FALSE
266,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_21\brinton_PV_dataset20-10-1-dti_64Dirs_B_2000-(E10).nii.gz,30.66062629,33.15972905,0.050669528,FALSE
354,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_105837_NeuroImaging_C57J_MN_06_1_2\8,30.63366255,22.91321696,0.024160239,FALSE
737,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse107DWI.nii.gz,30.61816345,27.95911561,0.078268039,FALSE
475,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N009\ses-1\dwi\sub-N009_ses-1_dwi.nii.gz,30.57839231,37.07993349,0.081072264,FALSE
328,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_females_C57Bl6J_8months\20191007_153421_NeuroImaging_C57J_MN_12_1_2\6,30.56220638,24.2506247,0.020357193,FALSE
360,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_154317_NeuroImaging_C57J_MN_09_1_2\6,30.53979515,23.42290716,0.026329629,FALSE
567,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat3_Selim\B180722_B180722_14582803_6.0.1\20220718_112259_B180722_B180722_1_1\8,30.52274898,26.43161198,0.011649971,FALSE
692,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat6_Selim\C280722_C280722_14812062_6.0.1\20220728_131918_C280722_C280722_1_1\8,30.51623495,25.43856272,0.006048125,FALSE
479,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N013\ses-1\dwi\sub-N013_ses-1_dwi.nii.gz,30.49926651,35.30510337,0.072078954,FALSE
358,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_143207_NeuroImaging_C57J_MN_08_1_2\6,30.49544647,22.95674758,0.025282985,FALSE
622,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat4_Selim\B280722_B280722_14779411_6.0.1\20220728_112513_B280722_B280722_1_1\8,30.48007847,25.81818897,0.003288122,FALSE
352,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_094743_NeuroImaging_C57J_MN_05_1_2\6,30.47963336,22.01340914,0.023277852,FALSE
733,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse103DWI.nii.gz,30.47418388,29.42141521,0.058526093,FALSE
583,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat3_Selim\B210722_B210722_14615476_6.0.1\20220721_114454_B210722_B210722_1_1\12,30.45612912,28.69231023,0.018957561,FALSE
539,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat2_Selim\A260722_A260722_14713758_6.0.1\20220726_092255_A260722_A260722_1_1\8,30.44262003,24.67164611,0.011593946,FALSE
490,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N025\ses-1\dwi\sub-N025_ses-1_dwi.nii.gz,30.43399653,37.31264581,0.07434765,FALSE
553,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat2_Selim\A280722_A280722_14779294_6.0.1\20220728_092059_A280722_A280722_1_1\8,30.39635687,25.72388402,0.003368283,FALSE
485,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N020\ses-1\dwi\sub-N020_ses-1_dwi.nii.gz,30.36798358,36.80418681,0.0671373,FALSE
350,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_083751_NeuroImaging_C57J_MN_04_1_2\6,30.3500705,23.14476235,0.026070037,FALSE
765,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse137DWI.nii.gz,30.316019,28.68803447,0.060742484,FALSE
650,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat5_Selim\C200722_C200722_14583857_6.0.1\20220720_130925_C200722_C200722_1_1\8,30.30893654,23.12469303,0.011347014,FALSE
344,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190923_084942_NeuroImaging_C57J_MN_01_1_2\6,30.28514138,23.63815202,0.022311367,FALSE
348,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190923_111005_NeuroImaging_C57J_MN_03_1_2\6,30.28222218,23.79355307,0.020349019,FALSE
743,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse114DWI.nii.gz,30.27087224,30.49308511,0.095248597,FALSE
356,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190926_132157_NeuroImaging_C57J_MN_07_1_2\6,30.26816344,22.65945302,0.030844918,FALSE
738,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse108DWI.nii.gz,30.24195022,25.86054786,0.087058192,FALSE
489,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N024\ses-1\dwi\sub-N024_ses-1_dwi.nii.gz,30.24115061,37.11398234,0.059344866,FALSE
636,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat5_Selim\C180722_C180722_14582912_6.0.1\20220718_131545_C180722_C180722_1_1\8,30.23702469,24.40055901,0.006300827,FALSE
918,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse89DWI.nii.gz,30.19948416,19.716256,0.050956875,FALSE
246,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_15\brinton_PV_dataset05-09-1-dti_64Dirs_B_2000-(E9).nii.gz,30.18832214,32.97746453,0.067915678,FALSE
685,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat6_Selim\C270722_C270722_14746859_6.0.1\20220727_141849_C270722_C270722_1_1\8,30.18062705,24.71110727,0.001194016,FALSE
346,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Micotti\Mario_Negri_mice_males_C57Bl6J_8months\20190923_100116_NeuroImaging_C57J_MN_02_1_2\6,30.1673261,26.34768023,0.019286407,FALSE
924,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse95DWI.nii.gz,30.1541666,24.98515618,0.053419798,FALSE
484,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N019\ses-1\dwi\sub-N019_ses-1_dwi.nii.gz,30.14445321,37.4819399,0.065640554,FALSE
657,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat5_Selim\C210722_C210722_14615599_6.0.1\20220721_133832_C210722_C210722_1_1\8,30.10172694,23.16825135,0.001841774,FALSE
767,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse139DWI.nii.gz,30.05729801,27.85939902,0.071698888,FALSE
708,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Aswendt\raw_data\cryocoil\SP_T1_8_1_1_1_20180111_164048\7,30.0188034,37.10219686,0.054401382,FALSE
917,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse88DWI.nii.gz,30.01699322,22.19386095,0.040233464,FALSE
0,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\201800907_152058_AE0617_6_w00_170907_1_1\12,30.00339898,17.64185297,0.036770019,FALSE
492,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat1_Selim\A180722_A180722_14582686_6.0.1\20220718_092345_A180722_A180722_1_1\12,29.9683451,25.90160674,0.007103474,FALSE
763,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse134DWI.nii.gz,29.94492677,29.492292,0.070241267,FALSE
922,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse93DWI.nii.gz,29.91914016,20.5259057,0.054901003,FALSE
741,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse110DWI.nii.gz,29.90454352,24.63111013,0.072636444,FALSE
732,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse102DWI.nii.gz,29.87717749,14.27724887,0.046000743,FALSE
750,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse122DWI.nii.gz,29.84385967,27.01356179,0.078707814,FALSE
480,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N014\ses-1\dwi\sub-N014_ses-1_dwi.nii.gz,29.8250005,36.80130209,0.068900468,FALSE
473,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N007\ses-1\dwi\sub-N007_ses-1_dwi.nii.gz,29.77231463,36.75479586,0.078887338,FALSE
745,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse116DWI.nii.gz,29.74220351,28.31478542,0.062728731,FALSE
255,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_18\brinton_PV_dataset12-24-1-dti_64Dirs_B_2000-(E24).nii.gz,29.73923507,32.24743207,0.030370082,FALSE
616,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat4_Selim\B270722_B270722_14746635_6.0.1\20220727_113451_B270722_B270722_1_1\9,29.68454919,27.39602666,0.031254246,FALSE
921,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse92DWI.nii.gz,29.67805951,25.5920642,0.087305505,FALSE
644,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat5_Selim\C190722_C190722_14583381_6.0.1\20220719_131448_C190722_C190722_1_1\9,29.65539253,30.52411489,0.028196664,FALSE
267,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_21\brinton_PV_dataset20-11-1-dti_64Dirs_B_3000-(E11).nii.gz,29.63025769,33.10569155,0.048254191,FALSE
769,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse140DWI.nii.gz,29.62607529,28.98829985,0.072400821,FALSE
1,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_134753_AE0617_21_w07_181017_1_1\18,29.60849039,22.5756388,0.025103342,FALSE
262,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_20\brinton_PV_dataset18-10-1-APOE_dti_64Dirs-(E10).nii.gz,29.59964394,31.77740874,0.041979046,FALSE
744,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse115DWI.nii.gz,29.5878455,27.87549568,0.096656273,FALSE
739,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse109DWI.nii.gz,29.58686745,29.24040638,0.084958437,FALSE
736,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse106DWI.nii.gz,29.58416493,22.8125956,0.06782982,FALSE
486,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N021\ses-1\dwi\sub-N021_ses-1_dwi.nii.gz,29.55169578,36.07038502,0.083100433,FALSE
252,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_17\brinton_PV_dataset11-08-1-dti_64Dirs_B_2000-(E8).nii.gz,29.53398981,32.60120498,0.035208379,FALSE
746,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse117DWI.nii.gz,29.53183922,29.278539,0.097143959,FALSE
749,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse121DWI.nii.gz,29.50817022,25.76585051,0.071558836,FALSE
516,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat1_Selim\A210722_A210722_14584077_6.0.1\20220721_092426_A210722_A210722_1_1\18,29.48187391,24.23714394,0.016645994,FALSE
582,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat3_Selim\B200722_B200722_14583720_6.0.1\20220720_111622_B200722_B200722_1_1\9,29.48061957,18.76360045,0.030346974,FALSE
483,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N018\ses-1\dwi\sub-N018_ses-1_dwi.nii.gz,29.43497376,36.01386613,0.075501035,FALSE
923,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse94DWI.nii.gz,29.39915723,27.68859032,0.017388094,FALSE
916,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse87DWI.nii.gz,29.39388191,9.617208952,0.083364343,FALSE
575,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat3_Selim\B190722_B190722_14583257_6.0.1\20220719_111618_B190722_B190722_1_1\9,29.37800479,28.08102384,0.032664743,FALSE
249,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_16\brinton_PV_dataset06-13-1-APOE_dti_64Dirs-(E13).nii.gz,29.33857311,33.10889669,0.0622057,FALSE
482,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N017\ses-1\dwi\sub-N017_ses-1_dwi.nii.gz,29.32877302,33.79355577,0.077735453,FALSE
23,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20190408_140234_AE0617_25_6month_190408_1_1\12,29.31653175,20.97680913,0.028475488,FALSE
706,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Aswendt\raw_data\cryocoil\SP_T1_5_1_1_1_20180111_105123\8,29.29930504,34.50384364,0.128404171,FALSE
761,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse132DWI.nii.gz,29.22397165,28.17643182,0.078133065,FALSE
5,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181024_082017_AE0617_18_w08_181024_1_1\15,29.20030885,22.86121846,0.027905873,FALSE
242,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_14\brinton_PV_dataset02-10-1-dti_64Dirs_B_1000-(E10).nii.gz,29.18739419,28.84498081,0.095889786,FALSE
748,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse120DWI.nii.gz,29.18373929,27.46420805,0.07285472,FALSE
764,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse135DWI.nii.gz,29.13454566,28.16172149,0.06400635,FALSE
231,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_1\brinton_PV_dataset01-08-1-dti_64Dirs_B_3000-(E8).nii.gz,29.05211937,33.40598545,0.041850635,FALSE
241,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_13\brinton_PV_dataset01-08-1-dti_64Dirs_B_3000-(E8).nii.gz,29.05211937,33.40598545,0.041850635,FALSE
261,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_2\20220813_192211_apoemouse_P3_VR4954_2_100-08-1-dti_64Dirs_B_3000-(E8).nii.gz,29.05211937,33.40598545,0.041850635,FALSE
19,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181112_140121_AE0617_121_w10_181112_1_1\12,29.04144598,19.72533701,0.025666299,FALSE
4,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181022_143935_AE0617_121_w07_181022_1_1\15,29.04056285,20.4920489,0.024148867,FALSE
756,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse128DWI.nii.gz,29.03288749,26.91031324,0.075253514,FALSE
247,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Brinton\sub_15\brinton_PV_dataset05-10-1-dti_64Dirs_B_3000-(E10).nii.gz,28.9941336,32.60470041,0.055599561,FALSE
735,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse105DWI.nii.gz,28.9849174,19.68143706,0.130054818,FALSE
14,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181107_080641_AE0617_18_w10_181107_1_1\12,28.98098794,19.57610996,0.024710391,FALSE
15,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181107_105735_AE0617_27_w10_181107_1_1\12,28.9781328,20.92386249,0.037570257,FALSE
547,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat2_Selim\A270722_A270722_14746526_6.0.1\20220727_093020_A270722_A270722_1_1\9,28.94023144,21.53450337,0.028116689,FALSE
766,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse138DWI.nii.gz,28.93099232,26.65099475,0.038467321,FALSE
703,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Aswendt\raw_data\cryocoil\SP_T1_13_2_1_1_20180412_161205\8,28.92088081,36.8764978,0.031567849,FALSE
18,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181112_111930_AE0617_119_w10_181112_1_1\12,28.91191009,19.34483091,0.024333468,FALSE
920,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\VanLeeuwen\mouse90DWI.nii.gz,28.89365185,26.00575424,0.046125451,FALSE
468,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\MunozMoreno\sub-N001\ses-1\dwi\sub-N001_ses-1_dwi.nii.gz,28.8556598,24.72734732,0.056452192,FALSE
700,C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Selim\Rat\rat6_Selim\C290722_C290722_14844977_6.0.1\20220729_132847_C290722_C290722_1_1\9,28.84522986,21.94471632,0.043850218,FALSE
