dataset_name,sequence_name,Thresold_ML_Voters,Thresold_Human_Voters,TP,TN,FP,FN,SUM,Precision,Accuracy,Prevalence,Sensitivity-Recall,Specificity,F1 Score,Informedness,Markedness,Diagnostic Odds Ratio,Phi Coefficient,Fowlkes-Mallows Index,Negative Predictive Value,Miss Rate,Fall-out,False Discovery Rate,False Omission Rate,Positive Likelihood Ratio,Negative Likelihood Ratio,Prevalence Threshold,Threat Score
117_m_Ra,diff,2,4,0,22,3,1,26,0,0.846153846,0.038461538,0,0.88,0,-0.12,0,0,-0.072231512,0,0.956521739,1,0.12,1,0.043478261,0,1.136363636,0.115384615,0
117_m_Ra,diff,3,3,0,24,1,1,26,0,0.923076923,0.038461538,0,0.96,0,-0.04,0,0,-0.04,0,0.96,1,0.04,1,0.04,0,1.041666667,0.038461538,0
117_m_Ra,diff,3,4,0,24,1,1,26,0,0.923076923,0.038461538,0,0.96,0,-0.04,0,0,-0.04,0,0.96,1,0.04,1,0.04,0,1.041666667,0.038461538,0
117_m_Ra,diff,4,1,0,22,0,4,26,,0.846153846,0.153846154,0,1,0,0,,inf,0,,0.846153846,1,0,,0.153846154,inf,1,0,0
117_m_Ra,diff,4,2,0,23,0,3,26,,0.884615385,0.115384615,0,1,0,0,,inf,0,,0.884615385,1,0,,0.115384615,inf,1,0,0
117_m_Ra,diff,4,3,0,25,0,1,26,,0.961538462,0.038461538,0,1,0,0,,inf,0,,0.961538462,1,0,,0.038461538,inf,1,0,0
117_m_Ra,diff,4,4,0,25,0,1,26,,0.961538462,0.038461538,0,1,0,0,,inf,0,,0.961538462,1,0,,0.038461538,inf,1,0,0
117_m_Ra,diff,5,1,0,22,0,4,26,,0.846153846,0.153846154,0,1,0,0,,inf,0,,0.846153846,1,0,,0.153846154,inf,1,0,0
117_m_Ra,diff,5,2,0,23,0,3,26,,0.884615385,0.115384615,0,1,0,0,,inf,0,,0.884615385,1,0,,0.115384615,inf,1,0,0
117_m_Ra,diff,5,3,0,25,0,1,26,,0.961538462,0.038461538,0,1,0,0,,inf,0,,0.961538462,1,0,,0.038461538,inf,1,0,0
117_m_Ra,diff,5,4,0,25,0,1,26,,0.961538462,0.038461538,0,1,0,0,,inf,0,,0.961538462,1,0,,0.038461538,inf,1,0,0
117c_m_Ri,func,1,2,0,11,3,4,18,0,0.611111111,0.222222222,0,0.785714286,0,-0.214285714,0,0,-0.239045722,0,0.733333333,1,0.214285714,1,0.266666667,0,1.272727273,0.166666667,0
117c_m_Ri,func,1,3,0,12,3,3,18,0,0.666666667,0.166666667,0,0.8,0,-0.2,0,0,-0.2,0,0.8,1,0.2,1,0.2,0,1.25,0.166666667,0
117c_m_Ri,func,2,1,0,6,1,11,18,0,0.333333333,0.611111111,0,0.857142857,0,-0.142857143,0,0,-0.304034496,0,0.352941176,1,0.142857143,1,0.647058824,0,1.166666667,0.055555556,0
117c_m_Ri,func,2,2,0,13,1,4,18,0,0.722222222,0.222222222,0,0.928571429,0,-0.071428571,0,0,-0.129640745,0,0.764705882,1,0.071428571,1,0.235294118,0,1.076923077,0.055555556,0
117c_m_Ri,func,2,3,0,14,1,3,18,0,0.777777778,0.166666667,0,0.933333333,0,-0.066666667,0,0,-0.108465229,0,0.823529412,1,0.066666667,1,0.176470588,0,1.071428571,0.055555556,0
117c_m_Ri,func,3,1,0,7,0,11,18,,0.388888889,0.611111111,0,1,0,0,,inf,0,,0.388888889,1,0,,0.611111111,inf,1,0,0
117c_m_Ri,func,3,2,0,14,0,4,18,,0.777777778,0.222222222,0,1,0,0,,inf,0,,0.777777778,1,0,,0.222222222,inf,1,0,0
117c_m_Ri,func,3,3,0,15,0,3,18,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
117c_m_Ri,func,4,1,0,7,0,11,18,,0.388888889,0.611111111,0,1,0,0,,inf,0,,0.388888889,1,0,,0.611111111,inf,1,0,0
117c_m_Ri,func,4,2,0,14,0,4,18,,0.777777778,0.222222222,0,1,0,0,,inf,0,,0.777777778,1,0,,0.222222222,inf,1,0,0
117c_m_Ri,func,4,3,0,15,0,3,18,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
117c_m_Ri,func,5,1,0,7,0,11,18,,0.388888889,0.611111111,0,1,0,0,,inf,0,,0.388888889,1,0,,0.611111111,inf,1,0,0
164_m_Ku,diff,1,3,0,130,15,5,150,0,0.866666667,0.033333333,0,0.896551724,0,-0.103448276,0,0,-0.061898446,0,0.962962963,1,0.103448276,1,0.037037037,0,1.115384615,0.1,0
164_m_Ku,diff,1,4,0,134,15,1,150,0,0.893333333,0.006666667,0,0.899328859,0,-0.100671141,0,0,-0.027307731,0,0.992592593,1,0.100671141,1,0.007407407,0,1.111940299,0.1,0
164_m_Ku,diff,2,3,0,137,8,5,150,0,0.913333333,0.033333333,0,0.944827586,0,-0.055172414,0,0,-0.044075964,0,0.964788732,1,0.055172414,1,0.035211268,0,1.058394161,0.053333333,0
164_m_Ku,diff,2,4,0,141,8,1,150,0,0.94,0.006666667,0,0.946308725,0,-0.053691275,0,0,-0.019444988,0,0.992957746,1,0.053691275,1,0.007042254,0,1.056737589,0.053333333,0
164_m_Ku,diff,3,3,0,139,6,5,150,0,0.926666667,0.033333333,0,0.95862069,0,-0.04137931,0,0,-0.037904902,0,0.965277778,1,0.04137931,1,0.034722222,0,1.043165468,0.04,0
164_m_Ku,diff,3,4,0,143,6,1,150,0,0.953333333,0.006666667,0,0.959731544,0,-0.040268456,0,0,-0.016722502,0,0.993055556,1,0.040268456,1,0.006944444,0,1.041958042,0.04,0
164_m_Ku,diff,4,1,0,125,2,23,150,0,0.833333333,0.153333333,0,0.984251969,0,-0.015748031,0,0,-0.049470488,0,0.844594595,1,0.015748031,1,0.155405405,0,1.016,0.013333333,0
164_m_Ku,diff,4,2,0,131,2,17,150,0,0.873333333,0.113333333,0,0.984962406,0,-0.015037594,0,0,-0.041560693,0,0.885135135,1,0.015037594,1,0.114864865,0,1.015267176,0.013333333,0
164_m_Ku,diff,4,3,0,143,2,5,150,0,0.953333333,0.033333333,0,0.986206897,0,-0.013793103,0,0,-0.021586645,0,0.966216216,1,0.013793103,1,0.033783784,0,1.013986014,0.013333333,0
164_m_Ku,diff,4,4,0,147,2,1,150,0,0.98,0.006666667,0,0.986577181,0,-0.013422819,0,0,-0.009523378,0,0.993243243,1,0.013422819,1,0.006756757,0,1.013605442,0.013333333,0
164_m_Ku,diff,5,1,0,126,1,23,150,0,0.84,0.153333333,0,0.992125984,0,-0.007874016,0,0,-0.034863335,0,0.845637584,1,0.007874016,1,0.154362416,0,1.007936508,0.006666667,0
164_m_Ku,diff,5,2,0,132,1,17,150,0,0.88,0.113333333,0,0.992481203,0,-0.007518797,0,0,-0.029289065,0,0.88590604,1,0.007518797,1,0.11409396,0,1.007575758,0.006666667,0
164_m_Ku,diff,5,3,0,144,1,5,150,0,0.96,0.033333333,0,0.993103448,0,-0.006896552,0,0,-0.015212755,0,0.966442953,1,0.006896552,1,0.033557047,0,1.006944444,0.006666667,0
164_m_Ku,diff,5,4,0,148,1,1,150,0,0.986666667,0.006666667,0,0.993288591,0,-0.006711409,0,0,-0.006711409,0,0.993288591,1,0.006711409,1,0.006711409,0,1.006756757,0.006666667,0
117_m_Ra,anat,1,3,0,281,43,2,326,0,0.86196319,0.006134969,0,0.867283951,0,-0.132716049,0,0,-0.030625522,0,0.992932862,1,0.132716049,1,0.007067138,0,1.153024911,0.13190184,0
117_m_Ra,anat,2,3,0,315,9,2,326,0,0.966257669,0.006134969,0,0.972222222,0,-0.027777778,0,0,-0.013238358,0,0.993690852,1,0.027777778,1,0.006309148,0,1.028571429,0.027607362,0
117_m_Ra,anat,3,3,0,321,3,2,326,0,0.984662577,0.006134969,0,0.990740741,0,-0.009259259,0,0,-0.007571848,0,0.99380805,1,0.009259259,1,0.00619195,0,1.009345794,0.009202454,0
117_m_Ra,anat,1,2,0,281,43,2,326,0,0.86196319,0.006134969,0,0.867283951,0,-0.132716049,0,0,-0.030625522,0,0.992932862,1,0.132716049,1,0.007067138,0,1.153024911,0.13190184,0
117_m_Ra,anat,4,3,0,323,1,2,326,0,0.990797546,0.006134969,0,0.99691358,0,-0.00308642,0,0,-0.004358136,0,0.993846154,1,0.00308642,1,0.006153846,0,1.003095975,0.003067485,0
117_m_Ra,anat,2,2,0,315,9,2,326,0,0.966257669,0.006134969,0,0.972222222,0,-0.027777778,0,0,-0.013238358,0,0.993690852,1,0.027777778,1,0.006309148,0,1.028571429,0.027607362,0
117_m_Ra,anat,5,3,0,324,0,2,326,,0.993865031,0.006134969,0,1,0,0,,inf,0,,0.993865031,1,0,,0.006134969,inf,1,0,0
117_m_Ra,anat,3,1,0,315,3,8,326,0,0.966257669,0.024539877,0,0.990566038,0,-0.009433962,0,0,-0.015285892,0,0.975232198,1,0.009433962,1,0.024767802,0,1.00952381,0.009202454,0
117_m_Ra,anat,3,2,0,321,3,2,326,0,0.984662577,0.006134969,0,0.990740741,0,-0.009259259,0,0,-0.007571848,0,0.99380805,1,0.009259259,1,0.00619195,0,1.009345794,0.009202454,0
7_h_He,anat,2,3,0,7,1,2,10,0,0.7,0.2,0,0.875,0,-0.125,0,0,-0.166666667,0,0.777777778,1,0.125,1,0.222222222,0,1.142857143,0.1,0
117_m_Ra,anat,4,1,0,317,1,8,326,0,0.972392638,0.024539877,0,0.996855346,0,-0.003144654,0,0,-0.008798117,0,0.975384615,1,0.003144654,1,0.024615385,0,1.003154574,0.003067485,0
117_m_Ra,anat,4,2,0,323,1,2,326,0,0.990797546,0.006134969,0,0.99691358,0,-0.00308642,0,0,-0.004358136,0,0.993846154,1,0.00308642,1,0.006153846,0,1.003095975,0.003067485,0
7_h_He,anat,3,3,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
117_m_Ra,anat,5,1,0,318,0,8,326,,0.975460123,0.024539877,0,1,0,0,,inf,0,,0.975460123,1,0,,0.024539877,inf,1,0,0
117_m_Ra,anat,5,2,0,324,0,2,326,,0.993865031,0.006134969,0,1,0,0,,inf,0,,0.993865031,1,0,,0.006134969,inf,1,0,0
7_h_He,anat,4,3,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
117c_m_Ri,func,5,2,0,14,0,4,18,,0.777777778,0.222222222,0,1,0,0,,inf,0,,0.777777778,1,0,,0.222222222,inf,1,0,0
117c_m_Ri,func,5,3,0,15,0,3,18,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
117_m_Ra,func,1,2,0,81,19,10,110,0,0.736363636,0.090909091,0,0.81,0,-0.19,0,0,-0.144496093,0,0.89010989,1,0.19,1,0.10989011,0,1.234567901,0.172727273,0
117_m_Ra,func,1,3,0,86,19,5,110,0,0.781818182,0.045454545,0,0.819047619,0,-0.180952381,0,0,-0.099711777,0,0.945054945,1,0.180952381,1,0.054945055,0,1.220930233,0.172727273,0
117_m_Ra,func,2,2,0,90,10,10,110,0,0.818181818,0.090909091,0,0.9,0,-0.1,0,0,-0.1,0,0.9,1,0.1,1,0.1,0,1.111111111,0.090909091,0
117_m_Ra,func,2,3,0,95,10,5,110,0,0.863636364,0.045454545,0,0.904761905,0,-0.095238095,0,0,-0.069006556,0,0.95,1,0.095238095,1,0.05,0,1.105263158,0.090909091,0
117_m_Ra,func,3,2,0,95,5,10,110,0,0.863636364,0.090909091,0,0.95,0,-0.05,0,0,-0.069006556,0,0.904761905,1,0.05,1,0.095238095,0,1.052631579,0.045454545,0
117_m_Ra,func,3,3,0,100,5,5,110,0,0.909090909,0.045454545,0,0.952380952,0,-0.047619048,0,0,-0.047619048,0,0.952380952,1,0.047619048,1,0.047619048,0,1.05,0.045454545,0
117_m_Vr,anat,1,1,0,14,3,2,19,0,0.736842105,0.105263158,0,0.823529412,0,-0.176470588,0,0,-0.148522131,0,0.875,1,0.176470588,1,0.125,0,1.214285714,0.157894737,0
7_h_He,anat,5,3,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
117_m_Vr,anat,2,1,0,16,1,2,19,0,0.842105263,0.105263158,0,0.941176471,0,-0.058823529,0,0,-0.080845208,0,0.888888889,1,0.058823529,1,0.111111111,0,1.0625,0.052631579,0
7_m_Br,anat,2,3,0,22,1,1,24,0,0.916666667,0.041666667,0,0.956521739,0,-0.043478261,0,0,-0.043478261,0,0.956521739,1,0.043478261,1,0.043478261,0,1.045454545,0.041666667,0
117_m_Vr,anat,3,1,0,17,0,2,19,,0.894736842,0.105263158,0,1,0,0,,inf,0,,0.894736842,1,0,,0.105263158,inf,1,0,0
117_m_Vr,anat,4,1,0,17,0,2,19,,0.894736842,0.105263158,0,1,0,0,,inf,0,,0.894736842,1,0,,0.105263158,inf,1,0,0
117_m_Vr,anat,5,1,0,17,0,2,19,,0.894736842,0.105263158,0,1,0,0,,inf,0,,0.894736842,1,0,,0.105263158,inf,1,0,0
7_h_He,anat,2,1,0,5,1,4,10,0,0.5,0.4,0,0.833333333,0,-0.166666667,0,0,-0.272165527,0,0.555555556,1,0.166666667,1,0.444444444,0,1.2,0.1,0
7_h_He,anat,2,2,0,6,1,3,10,0,0.6,0.3,0,0.857142857,0,-0.142857143,0,0,-0.21821789,0,0.666666667,1,0.142857143,1,0.333333333,0,1.166666667,0.1,0
7_m_Br,anat,3,3,0,22,1,1,24,0,0.916666667,0.041666667,0,0.956521739,0,-0.043478261,0,0,-0.043478261,0,0.956521739,1,0.043478261,1,0.043478261,0,1.045454545,0.041666667,0
7_h_He,anat,2,4,0,7,1,2,10,0,0.7,0.2,0,0.875,0,-0.125,0,0,-0.166666667,0,0.777777778,1,0.125,1,0.222222222,0,1.142857143,0.1,0
7_h_He,anat,3,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,anat,3,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_m_Bo,diff,1,2,0,21,7,7,35,0,0.6,0.2,0,0.75,0,-0.25,0,0,-0.25,0,0.75,1,0.25,1,0.25,0,1.333333333,0.2,0
7_m_Bo,diff,1,3,0,22,7,6,35,0,0.628571429,0.171428571,0,0.75862069,0,-0.24137931,0,0,-0.227429413,0,0.785714286,1,0.24137931,1,0.214285714,0,1.318181818,0.2,0
7_m_Bo,diff,2,3,0,26,3,6,35,0,0.742857143,0.171428571,0,0.896551724,0,-0.103448276,0,0,-0.139271504,0,0.8125,1,0.103448276,1,0.1875,0,1.115384615,0.085714286,0
7_m_Bo,diff,3,3,0,27,2,6,35,0,0.771428571,0.171428571,0,0.931034483,0,-0.068965517,0,0,-0.111978502,0,0.818181818,1,0.068965517,1,0.181818182,0,1.074074074,0.057142857,0
7_m_Bo,diff,2,2,0,25,3,7,35,0,0.714285714,0.2,0,0.892857143,0,-0.107142857,0,0,-0.153093109,0,0.78125,1,0.107142857,1,0.21875,0,1.12,0.085714286,0
7_m_Bo,diff,4,3,0,29,0,6,35,,0.828571429,0.171428571,0,1,0,0,,inf,0,,0.828571429,1,0,,0.171428571,inf,1,0,0
7_m_Bo,diff,5,3,0,29,0,6,35,,0.828571429,0.171428571,0,1,0,0,,inf,0,,0.828571429,1,0,,0.171428571,inf,1,0,0
7_m_Br,diff,1,3,0,34,6,3,43,0,0.790697674,0.069767442,0,0.85,0,-0.15,0,0,-0.110282193,0,0.918918919,1,0.15,1,0.081081081,0,1.176470588,0.139534884,0
7_m_Bo,diff,3,2,0,26,2,7,35,0,0.742857143,0.2,0,0.928571429,0,-0.071428571,0,0,-0.123091491,0,0.787878788,1,0.071428571,1,0.212121212,0,1.076923077,0.057142857,0
7_m_Br,diff,2,3,0,37,3,3,43,0,0.860465116,0.069767442,0,0.925,0,-0.075,0,0,-0.075,0,0.925,1,0.075,1,0.075,0,1.081081081,0.069767442,0
7_m_Br,diff,3,3,0,38,2,3,43,0,0.88372093,0.069767442,0,0.95,0,-0.05,0,0,-0.060485838,0,0.926829268,1,0.05,1,0.073170732,0,1.052631579,0.046511628,0
7_m_Br,diff,4,3,0,38,2,3,43,0,0.88372093,0.069767442,0,0.95,0,-0.05,0,0,-0.060485838,0,0.926829268,1,0.05,1,0.073170732,0,1.052631579,0.046511628,0
7_m_Bo,diff,4,1,0,17,0,18,35,,0.485714286,0.514285714,0,1,0,0,,inf,0,,0.485714286,1,0,,0.514285714,inf,1,0,0
7_m_Bo,diff,4,2,0,28,0,7,35,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_m_Br,diff,5,3,0,38,2,3,43,0,0.88372093,0.069767442,0,0.95,0,-0.05,0,0,-0.060485838,0,0.926829268,1,0.05,1,0.073170732,0,1.052631579,0.046511628,0
7_m_Bo,diff,5,1,0,17,0,18,35,,0.485714286,0.514285714,0,1,0,0,,inf,0,,0.485714286,1,0,,0.514285714,inf,1,0,0
7_m_Bo,diff,5,2,0,28,0,7,35,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_m_Lo,diff,2,4,0,28,2,6,36,0,0.777777778,0.166666667,0,0.933333333,0,-0.066666667,0,0,-0.108465229,0,0.823529412,1,0.066666667,1,0.176470588,0,1.071428571,0.055555556,0
117_m_Ra,func,4,1,0,79,3,28,110,0,0.718181818,0.254545455,0,0.963414634,0,-0.036585366,0,0,-0.097845493,0,0.738317757,1,0.036585366,1,0.261682243,0,1.037974684,0.027272727,0
117_m_Ra,func,4,2,0,97,3,10,110,0,0.881818182,0.090909091,0,0.97,0,-0.03,0,0,-0.052950338,0,0.906542056,1,0.03,1,0.093457944,0,1.030927835,0.027272727,0
117_m_Ra,func,4,3,0,102,3,5,110,0,0.927272727,0.045454545,0,0.971428571,0,-0.028571429,0,0,-0.036539205,0,0.953271028,1,0.028571429,1,0.046728972,0,1.029411765,0.027272727,0
117_m_Ra,func,5,1,0,82,0,28,110,,0.745454545,0.254545455,0,1,0,0,,inf,0,,0.745454545,1,0,,0.254545455,inf,1,0,0
117_m_Ra,func,5,2,0,100,0,10,110,,0.909090909,0.090909091,0,1,0,0,,inf,0,,0.909090909,1,0,,0.090909091,inf,1,0,0
117_m_Ra,func,5,3,0,105,0,5,110,,0.954545455,0.045454545,0,1,0,0,,inf,0,,0.954545455,1,0,,0.045454545,inf,1,0,0
117_m_Vr,func,2,4,0,17,1,2,20,0,0.85,0.1,0,0.944444444,0,-0.055555556,0,0,-0.076471911,0,0.894736842,1,0.055555556,1,0.105263158,0,1.058823529,0.05,0
117_m_Vr,func,3,4,0,17,1,2,20,0,0.85,0.1,0,0.944444444,0,-0.055555556,0,0,-0.076471911,0,0.894736842,1,0.055555556,1,0.105263158,0,1.058823529,0.05,0
7_m_Br,anat,4,3,0,23,0,1,24,,0.958333333,0.041666667,0,1,0,0,,inf,0,,0.958333333,1,0,,0.041666667,inf,1,0,0
7_h_He,anat,3,4,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_h_He,anat,4,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,anat,4,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_m_Br,anat,5,3,0,23,0,1,24,,0.958333333,0.041666667,0,1,0,0,,inf,0,,0.958333333,1,0,,0.041666667,inf,1,0,0
7_h_He,anat,4,4,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_h_He,anat,5,1,0,6,0,4,10,,0.6,0.4,0,1,0,0,,inf,0,,0.6,1,0,,0.4,inf,1,0,0
7_h_He,anat,5,2,0,7,0,3,10,,0.7,0.3,0,1,0,0,,inf,0,,0.7,1,0,,0.3,inf,1,0,0
7_m_Lo,anat,1,3,0,106,2,2,110,0,0.963636364,0.018181818,0,0.981481481,0,-0.018518519,0,0,-0.018518519,0,0.981481481,1,0.018518519,1,0.018518519,0,1.018867925,0.018181818,0
7_h_He,anat,5,4,0,8,0,2,10,,0.8,0.2,0,1,0,0,,inf,0,,0.8,1,0,,0.2,inf,1,0,0
7_m_Bo,anat,1,1,0,8,5,10,23,0,0.347826087,0.434782609,0,0.615384615,0,-0.384615385,0,0,-0.462250164,0,0.444444444,1,0.384615385,1,0.555555556,0,1.625,0.217391304,0
7_m_Lo,anat,2,3,0,106,2,2,110,0,0.963636364,0.018181818,0,0.981481481,0,-0.018518519,0,0,-0.018518519,0,0.981481481,1,0.018518519,1,0.018518519,0,1.018867925,0.018181818,0
7_m_Bo,anat,2,1,0,12,1,10,23,0,0.52173913,0.434782609,0,0.923076923,0,-0.076923077,0,0,-0.186989398,0,0.545454545,1,0.076923077,1,0.454545455,0,1.083333333,0.043478261,0
7_m_Lo,anat,3,3,0,108,0,2,110,,0.981818182,0.018181818,0,1,0,0,,inf,0,,0.981818182,1,0,,0.018181818,inf,1,0,0
7_m_Bo,anat,3,1,0,13,0,10,23,,0.565217391,0.434782609,0,1,0,0,,inf,0,,0.565217391,1,0,,0.434782609,inf,1,0,0
7_m_Bo,anat,4,1,0,13,0,10,23,,0.565217391,0.434782609,0,1,0,0,,inf,0,,0.565217391,1,0,,0.434782609,inf,1,0,0
7_m_Bo,anat,5,1,0,13,0,10,23,,0.565217391,0.434782609,0,1,0,0,,inf,0,,0.565217391,1,0,,0.434782609,inf,1,0,0
7_m_Lo,anat,4,3,0,108,0,2,110,,0.981818182,0.018181818,0,1,0,0,,inf,0,,0.981818182,1,0,,0.018181818,inf,1,0,0
7_m_Lo,anat,5,3,0,108,0,2,110,,0.981818182,0.018181818,0,1,0,0,,inf,0,,0.981818182,1,0,,0.018181818,inf,1,0,0
7_m_Br,anat,4,1,0,0,0,24,24,,0,1,0,,0,,,,0,,0,1,,,1,,,0,0
7_m_Lo,diff,3,3,0,24,0,12,36,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
7_m_Lo,diff,3,4,0,30,0,6,36,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
7_m_Lo,diff,4,3,0,24,0,12,36,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
7_m_Lo,diff,4,4,0,30,0,6,36,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
7_m_Lo,diff,5,3,0,24,0,12,36,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
7_m_Lo,diff,5,4,0,30,0,6,36,,0.833333333,0.166666667,0,1,0,0,,inf,0,,0.833333333,1,0,,0.166666667,inf,1,0,0
7_m_Se,diff,2,3,0,88,4,8,100,0,0.88,0.08,0,0.956521739,0,-0.043478261,0,0,-0.060192927,0,0.916666667,1,0.043478261,1,0.083333333,0,1.045454545,0.04,0
7_m_Se,diff,3,3,0,91,1,8,100,0,0.91,0.08,0,0.989130435,0,-0.010869565,0,0,-0.029636948,0,0.919191919,1,0.010869565,1,0.080808081,0,1.010989011,0.01,0
7_m_Se,diff,4,3,0,92,0,8,100,,0.92,0.08,0,1,0,0,,inf,0,,0.92,1,0,,0.08,inf,1,0,0
7_m_Se,diff,5,3,0,92,0,8,100,,0.92,0.08,0,1,0,0,,inf,0,,0.92,1,0,,0.08,inf,1,0,0
7_r_Se,diff,1,3,0,172,36,1,209,0,0.822966507,0.004784689,0,0.826923077,0,-0.173076923,0,0,-0.031629806,0,0.994219653,1,0.173076923,1,0.005780347,0,1.209302326,0.172248804,0
7_r_Se,diff,2,3,0,205,3,1,209,0,0.980861244,0.004784689,0,0.985576923,0,-0.014423077,0,0,-0.008367493,0,0.995145631,1,0.014423077,1,0.004854369,0,1.014634146,0.014354067,0
7_r_Se,diff,3,3,0,206,2,1,209,0,0.985645933,0.004784689,0,0.990384615,0,-0.009615385,0,0,-0.006815507,0,0.995169082,1,0.009615385,1,0.004830918,0,1.009708738,0.009569378,0
7_r_Se,diff,4,3,0,208,0,1,209,,0.995215311,0.004784689,0,1,0,0,,inf,0,,0.995215311,1,0,,0.004784689,inf,1,0,0
7_r_Se,diff,5,3,0,208,0,1,209,,0.995215311,0.004784689,0,1,0,0,,inf,0,,0.995215311,1,0,,0.004784689,inf,1,0,0
164_m_Ku,anat,2,4,0,408,18,36,462,0,0.883116883,0.077922078,0,0.957746479,0,-0.042253521,0,0,-0.058531711,0,0.918918919,1,0.042253521,1,0.081081081,0,1.044117647,0.038961039,0
164_m_Ku,anat,3,4,0,415,11,36,462,0,0.898268398,0.077922078,0,0.974178404,0,-0.025821596,0,0,-0.045399861,0,0.920177384,1,0.025821596,1,0.079822616,0,1.026506024,0.023809524,0
164_m_Ku,anat,4,4,0,421,5,36,462,0,0.911255411,0.077922078,0,0.988262911,0,-0.011737089,0,0,-0.030406985,0,0.921225383,1,0.011737089,1,0.078774617,0,1.011876485,0.010822511,0
164_m_Ku,anat,5,3,0,349,3,110,462,0,0.755411255,0.238095238,0,0.991477273,0,-0.008522727,0,0,-0.045193845,0,0.760348584,1,0.008522727,1,0.239651416,0,1.008595989,0.006493506,0
164_m_Ku,anat,5,4,0,423,3,36,462,0,0.915584416,0.077922078,0,0.992957746,0,-0.007042254,0,0,-0.023501779,0,0.921568627,1,0.007042254,1,0.078431373,0,1.007092199,0.006493506,0
7_m_Br,anat,4,2,0,19,0,5,24,,0.791666667,0.208333333,0,1,0,0,,inf,0,,0.791666667,1,0,,0.208333333,inf,1,0,0
7_m_Mi,anat,2,3,0,66,3,7,76,0,0.868421053,0.092105263,0,0.956521739,0,-0.043478261,0,0,-0.064568942,0,0.904109589,1,0.043478261,1,0.095890411,0,1.045454545,0.039473684,0
7_m_Br,anat,5,1,0,0,0,24,24,,0,1,0,,0,,,,0,,0,1,,,1,,,0,0
7_m_Br,anat,5,2,0,19,0,5,24,,0.791666667,0.208333333,0,1,0,0,,inf,0,,0.791666667,1,0,,0.208333333,inf,1,0,0
94c_m_As,diff,2,3,0,13,1,2,16,0,0.8125,0.125,0,0.928571429,0,-0.071428571,0,0,-0.097590007,0,0.866666667,1,0.071428571,1,0.133333333,0,1.076923077,0.0625,0
94c_m_As,diff,3,3,0,13,1,2,16,0,0.8125,0.125,0,0.928571429,0,-0.071428571,0,0,-0.097590007,0,0.866666667,1,0.071428571,1,0.133333333,0,1.076923077,0.0625,0
94c_m_As,diff,4,3,0,14,0,2,16,,0.875,0.125,0,1,0,0,,inf,0,,0.875,1,0,,0.125,inf,1,0,0
94c_m_As,diff,5,3,0,14,0,2,16,,0.875,0.125,0,1,0,0,,inf,0,,0.875,1,0,,0.125,inf,1,0,0
94_m_As,diff,1,4,0,9,4,1,14,0,0.642857143,0.071428571,0,0.692307692,0,-0.307692308,0,0,-0.175411604,0,0.9,1,0.307692308,1,0.1,0,1.444444444,0.285714286,0
94_m_As,diff,2,3,0,10,2,2,14,0,0.714285714,0.142857143,0,0.833333333,0,-0.166666667,0,0,-0.166666667,0,0.833333333,1,0.166666667,1,0.166666667,0,1.2,0.142857143,0
7_m_Ca,diff,3,1,0,12,0,6,18,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
