Path,validation_adam,validation_giovanna,validation_joanes,validation_pboehmsturm,validation_Susanne,dataset_name,SequenceType
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\func_20191125_102042_AE0818_rs_Cup_19_1_7_105.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\func_20191125_102042_AE0818_rs_Cup_19_1_7_106.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\func_20191125_102042_AE0818_rs_Cup_19_1_7_107.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\func_20191125_112135_AE0818_rs_Cup_3_1_7_108.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\func_20191125_112135_AE0818_rs_Cup_3_1_7_109.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Ra\manual_slice_inspection\func_20191125_112135_AE0818_rs_Cup_3_1_7_110.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Ra,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-jgrCAM408726_ses-2_T2w_1.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-jgrCAM408726_ses-6_T2w_2.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-jgrCAM408731_ses-1_T2w_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-jgrCAM408731_ses-5_T2w_4.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435267_ses-2_T2w_5.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435267_ses-4_T2w_6.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435268_ses-1_T2w_7.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435268_ses-3_T2w_8.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435269_ses-3_T2w_9.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435269_ses-4_T2w_10.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435270_ses-1_T2w_11.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435270_ses-3_T2w_12.png,FALSE,FALSE,FALSE,TRUE,TRUE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435271_ses-2_T2w_13.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435271_ses-3_T2w_14.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435272_ses-1_T2w_15.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435272_ses-2_T2w_16.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435273_ses-1_T2w_17.png,FALSE,FALSE,FALSE,FALSE,TRUE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435273_ses-2_T2w_18.png,FALSE,FALSE,FALSE,FALSE,TRUE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\anat_anat_sub-rvrAWAKE435284_ses-1_T2w_19.png,FALSE,FALSE,FALSE,TRUE,FALSE,117_m_Vr,anat
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-jgrCAM408726_ses-2_task-rest_run-03_bold_1.png,TRUE,TRUE,TRUE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-jgrCAM408726_ses-6_task-rest_run-01_bold_2.png,FALSE,TRUE,FALSE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-jgrCAM408731_ses-1_task-rest_run-01_bold_3.png,TRUE,TRUE,FALSE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-jgrCAM408731_ses-5_task-rest_run-03_bold_4.png,FALSE,TRUE,FALSE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435267_ses-2_task-rest_run-01_bold_5.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435267_ses-4_task-rest_run-02_bold_6.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435268_ses-1_task-rest_run-02_bold_7.png,TRUE,TRUE,TRUE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435268_ses-3_task-rest_run-03_bold_8.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435269_ses-3_task-rest_run-02_bold_9.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435269_ses-4_task-rest_run-02_bold_10.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435270_ses-1_task-rest_run-01_bold_11.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435270_ses-3_task-rest_run-01_bold_12.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435271_ses-2_task-rest_run-03_bold_13.png,FALSE,TRUE,FALSE,TRUE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435271_ses-3_task-rest_run-02_bold_14.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435272_ses-1_task-rest_run-01_bold_15.png,FALSE,TRUE,FALSE,FALSE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435272_ses-2_task-rest_run-02_bold_16.png,FALSE,FALSE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435273_ses-1_task-rest_run-01_bold_17.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435273_ses-2_task-rest_run-02_bold_18.png,FALSE,TRUE,FALSE,FALSE,FALSE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435284_ses-1_task-rest_run-01_bold_19.png,TRUE,TRUE,FALSE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\117_m_Vr\manual_slice_inspection\func_func_sub-rvrAWAKE435284_ses-1_task-rest_run-03_bold_20.png,TRUE,TRUE,FALSE,TRUE,TRUE,117_m_Vr,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h004_f_KH_Elbers_Session1_11_1_1_20230706_140437466_1.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h004_f_KH_Elbers_Session1_30_1_1_20230706_140433615_2.png,TRUE,TRUE,TRUE,TRUE,TRUE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h004_f_KH_Elbers_Session1_44_1_1_20230706_140449398_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h004_f_KH_Elbers_Session1_56_1_1_20230706_140437035_4.png,FALSE,FALSE,FALSE,FALSE,TRUE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h005_m_KH_Elbers_Session2_13_1_1_20230706_140249267_5.png,FALSE,TRUE,FALSE,FALSE,FALSE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h006_m_KH_Albers_Session3_12_1_1_20230706_135342690_6.png,TRUE,FALSE,FALSE,TRUE,TRUE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h006_m_KH_Albers_Session3_24_1_1_20230706_135356132_7.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h006_m_KH_Albers_Session3_37_1_1_20230706_135342435_8.png,TRUE,TRUE,TRUE,TRUE,TRUE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h006_m_KH_Albers_Session3_63_1_1_20230706_135342194_9.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\anat_anat_h007_KH_Albers_TestingSession1_10_1_1_10.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,anat
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h004_f_KH_Elbers_Session1_12_1_1_20230706_140447350_1.png,TRUE,FALSE,FALSE,TRUE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h004_f_KH_Elbers_Session1_29_1_1_20230706_140434213_2.png,TRUE,FALSE,FALSE,TRUE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h004_f_KH_Elbers_Session1_42_1_1_20230706_140443920_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h004_f_KH_Elbers_Session1_55_1_1_20230706_140441243_4.png,TRUE,TRUE,FALSE,FALSE,TRUE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h005_m_KH_Elbers_Session2_18_1_1_20230706_140246234_5.png,TRUE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h006_m_KH_Albers_Session3_11_1_1_20230706_135358451_6.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h006_m_KH_Albers_Session3_23_1_1_20230706_135343692_7.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h006_m_KH_Albers_Session3_45_1_1_20230706_135351147_8.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h006_m_KH_Albers_Session3_62_1_1_20230706_135347142_9.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_h_He\manual_slice_inspection\func_func_h007_KH_Albers_TestingSession1_21_1_1_20230706_134253842_10.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_h_He,func
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20170724_120126_20170724CH_Exp6_ZFPtm1a_M11_1_1_1.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20170725_081150_20170725CH_Exp6_ZFPtm1a_M12_1_1_2.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20170725_104127_20170725CH_Exp6_ZFPtm1a_M21_1_1_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20170726_085856_20170726CH_Exp6_ZFPtm1a_M22_1_1_4.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20170726_125221_20170726CH_Exp6_ZFPtm1a_M27_1_1_5.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171128_TWU_FYI_8215.KF1_14.png,FALSE,FALSE,FALSE,TRUE,TRUE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171204_TWU_FYI_8235.KL1_15.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171211TWU_FYI8244.KS1_16.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171211TWU_FYI8249.KS1_17.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171213_TWU_FYI_8253.KU1_18.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171214_TWU_FYI_8256.KV1_19.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171214_TWU_FYI_8259.KV1_20.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171218_TWU_FYI_8262.KZ1_21.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171218_TWU_FYI_8267.KZ1_22.png,FALSE,FALSE,FALSE,TRUE,TRUE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20171218_TWU_FYI_8270.KZ1_23.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210831_083718_20210831CH_Exp7_009991_1_1_6.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210831_084002_20210831CH_Exp7_009992_1_1_7.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210831_084017_20210831CH_Exp7_009993_1_1_8.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210831_100303_20210831CH_Exp7_010004_1_1_9.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210901_084156_20210901CH_Exp7_001000_1_1_10.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210901_084209_20210901CH_Exp7_010002_1_1_11.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210901_084220_20210901CH_Exp7_009990_1_1_12.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\anat_20210901_090921_20210901CH_Exp7_010017_1_1_13.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,anat
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20170724_120126_20170724CH_Exp6_ZFPtm1a_M11_1_1_1.png,TRUE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20170725_081150_20170725CH_Exp6_ZFPtm1a_M12_1_1_2.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20170725_104127_20170725CH_Exp6_ZFPtm1a_M21_1_1_3.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20170726_085856_20170726CH_Exp6_ZFPtm1a_M22_1_1_4.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20170726_125221_20170726CH_Exp6_ZFPtm1a_M27_1_1_5.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_083718_20210831CH_Exp7_009991_1_1_6.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_083718_20210831CH_Exp7_009991_1_1_7.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_083718_20210831CH_Exp7_009991_1_1_8.png,TRUE,FALSE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_083718_20210831CH_Exp7_009991_1_1_9.png,TRUE,TRUE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084002_20210831CH_Exp7_009992_1_1_10.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084002_20210831CH_Exp7_009992_1_1_11.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084002_20210831CH_Exp7_009992_1_1_12.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084002_20210831CH_Exp7_009992_1_1_13.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084002_20210831CH_Exp7_009992_1_1_14.png,TRUE,TRUE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084017_20210831CH_Exp7_009993_1_1_15.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084017_20210831CH_Exp7_009993_1_1_16.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084017_20210831CH_Exp7_009993_1_1_17.png,TRUE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084017_20210831CH_Exp7_009993_1_1_18.png,TRUE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_084017_20210831CH_Exp7_009993_1_1_19.png,TRUE,TRUE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_100303_20210831CH_Exp7_010004_1_1_20.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_100303_20210831CH_Exp7_010004_1_1_21.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_100303_20210831CH_Exp7_010004_1_1_22.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_100303_20210831CH_Exp7_010004_1_1_23.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210831_100303_20210831CH_Exp7_010004_1_1_24.png,TRUE,TRUE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084156_20210901CH_Exp7_001000_1_1_25.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084156_20210901CH_Exp7_001000_1_1_26.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084156_20210901CH_Exp7_001000_1_1_27.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084156_20210901CH_Exp7_001000_1_1_28.png,TRUE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084156_20210901CH_Exp7_001000_1_1_29.png,TRUE,TRUE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084209_20210901CH_Exp7_010002_1_1_30.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084209_20210901CH_Exp7_010002_1_1_31.png,FALSE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084209_20210901CH_Exp7_010002_1_1_32.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084209_20210901CH_Exp7_010002_1_1_33.png,TRUE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084209_20210901CH_Exp7_010002_1_1_34.png,TRUE,TRUE,FALSE,TRUE,TRUE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\diff_20210901_084220_20210901CH_Exp7_009990_1_1_35.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,diff
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\func_20170724_120126_20170724CH_Exp6_ZFPtm1a_M11_1_1_1.png,FALSE,FALSE,FALSE,FALSE,FALSE,7_m_Bo,func
C:\Users\aswen\Desktop\Code\Validation3\7_m_Bo\manual_slice_inspection\func_20170725_081150_20170725CH_Exp6_ZFPtm1a_M12_1_1_2.png,TRUE,FALSE,FALSE,TRUE,FALSE,7_m_Bo,func
